OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,ATTRIBUTES,MATH FIDELITY,CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],INPUT_0_W,INPUT_0_Z,INPUT_0_Y,INPUT_0_X,INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W,INPUT_1_Z,INPUT_1_Y,INPUT_1_X,INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W,INPUT_2_Z,INPUT_2_Y,INPUT_2_X,INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W,OUTPUT_0_Z,OUTPUT_0_Y,OUTPUT_0_X,OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,BRISC MAX KERNEL SIZE [B],NCRISC MAX KERNEL SIZE [B],TRISC 0 MAX KERNEL SIZE [B],TRISC 1 MAX KERNEL SIZE [B],TRISC 2 MAX KERNEL SIZE [B],ERISC MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,CompileProgram_TT_HOST_FUNC [ns],HWCommandQueue_write_buffer_TT_HOST_FUNC [ns]
HaloDeviceOperation,tt_dnn_device,89,0,{'config_': 'SlidingWindowConfig(batch_size=16; input_hw=(14;14); window_hw=(3;3); stride_hw=(2;2); pad_hw=(1;1); dilation_hw=(1;1); num_cores_nhw=7; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=7;y=6)]})'; 'is_out_tiled_': 'true'; 'max_out_nsticks_per_core_': '727'; 'output_memory_config_': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=6)]};shape={448; 64};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'; 'pad_val_': '0'; 'parallel_config_': 'ParallelConfig(grid={[(x=0;y=0) - (x=7;y=6)]}; shard_scheme=BLOCK_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read_': 'false'; 'reshard_num_cores_nhw_': '0'; 'transpose_mcast_': 'false'},HiFi4,56,,26595319625,27066184020,470864395,11698310125506,11698310134767,613510139,9261,8464,5393,8371,6639,765,4960,7928,2427,2789,2933,,,,1,1,3136,512,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1,1,5089,512,ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/2873119042159505805/'],['ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/2974155900378028540/'; 'halo_gather/15698535081144808564/'],1064,1328,1100,684,2056,0,1,1,1,[1605632.0],[5211136.0],469107482,326860
OptimizedConvNew,tt_dnn_device,90,0,{'block_config': 'OptimizedConvBlockConfig(act_block_h_ntiles=4;act_block_w_ntiles=18;out_subblock_h_ntiles=4;out_subblock_w_ntiles=2)'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0)'; 'dtype': 'DataType::BFLOAT8_B'; 'enable_act_double_buffer': 'true'; 'enable_split_reader': 'false'; 'enable_subblock_padding': 'false'; 'enable_weights_double_buffer': 'true'; 'fuse_relu': 'true'; 'has_bias': 'true'; 'input_tensor_shape': '{16; 14; 14; 512}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=6)]};shape={128; 64};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'; 'output_channels': '512'; 'parallelization_config': 'OptimizedConvParallelizationConfig(grid_size=(x=8;y=7);num_cores_nhw=7;num_cores_c=8;per_core_out_matrix_height_ntile=4;per_core_out_matrix_width_ntile=2)'; 'sliding_window_config': 'SlidingWindowConfig(batch_size=16; input_hw=(14;14); window_hw=(3;3); stride_hw=(2;2); pad_hw=(1;1); dilation_hw=(1;1); num_cores_nhw=7; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=7;y=6)]})'; 'untilize_out': 'false'; 'use_shallow_conv_variant': 'false'},LoFi,56,,27066295316,27649024236,582728920,11698884356092,11698884404483,574222521,48391,47219,46798,47130,46928,934,46843,42722,46553,46606,46883,,,,1,1,5089,512,ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,1,1,4608,512,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,512,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,800,512,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/conv_bmm_tilize_col_major_out_blocks.cpp'],['conv_bmm_tilize_col_major_out_blocks/6844969141391461792/'],['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_2d_mcast_sender_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_2d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_conv_activations_2d_mcast_padded_with_halo_3x3_weights_v2.cpp'],['writer_tiled_out_2d_mcast_sender_conv_weights_tiled_col_to_rm_blocks/7069986289673303087/'; 'writer_tiled_out_2d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks/13893380272938569073/'; 'reader_conv_activations_2d_mcast_padded_with_halo_3x3_weights_v2/13593223730072481826/'],1812,1852,3044,1896,4024,0,14112,14112,8516,[369.26983642578125; 167.1836700439453],[29.02494239807129],580027827,456213
Matmul,tt_dnn_device,91,0,{'bcast_batch': '1'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT8_B'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=6)]};shape={128; 256};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'MatmulMultiCoreReuseMultiCastProgramConfig(compute_with_storage_grid_size=(x=8;y=7);in0_block_w=2;out_subblock_h=1;out_subblock_w=8;out_block_h=4;out_block_w=8;per_core_M=4;per_core_N=8;transpose_mcast=0;fused_activation=std::nullopt;fuse_batch=1)'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': 'std::nullopt'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},LoFi,56,,27722220287,28311963516,589743229,11699537742650,11699537767857,653339333,25207,24056,22716,24006,23714,437,24056,17899,23639,23462,23888,,,,1,1,800,512,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,1,1,512,2048,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,2048,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,800,2048,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/17744473709777969415/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_receiver_padding_block_sharded.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_receiver_writer_padding.cpp'],['reader_bmm_tile_layout_in0_sender_receiver_padding_block_sharded/6160244948020733992/'; 'reader_bmm_tile_layout_in1_sender_writer_padding/2245149582584430503/'; 'reader_bmm_tile_layout_in1_receiver_writer_padding/1799130591798312364/'],1876,1272,2156,2436,4580,0,6272,6272,3785,[65.30612182617188; 167.1836700439453],[261.2244873046875],588116851,447056
HaloDeviceOperation,tt_dnn_device,92,0,{'config_': 'SlidingWindowConfig(batch_size=16; input_hw=(14;14); window_hw=(1;1); stride_hw=(2;2); pad_hw=(0;0); dilation_hw=(1;1); num_cores_nhw=7; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=7;y=6)]})'; 'is_out_tiled_': 'true'; 'max_out_nsticks_per_core_': '521'; 'output_memory_config_': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=6)]};shape={448; 128};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'; 'pad_val_': '0'; 'parallel_config_': 'ParallelConfig(grid={[(x=0;y=0) - (x=7;y=6)]}; shard_scheme=BLOCK_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read_': 'false'; 'reshard_num_cores_nhw_': '0'; 'transpose_mcast_': 'false'},HiFi4,56,,28509405993,28986049557,476643564,11700202136251,11700202146072,664369159,9821,9032,7417,8995,8085,730,8474,8131,3980,4162,4515,,,,1,1,3136,1024,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1,1,3647,1024,ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/4123397262524944660/'],['ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/7282766442251034256/'; 'halo_gather/14528238483356050830/'],1064,1328,1100,748,2052,0,1,1,1,[3211264.0],[7469056.0],474966399,319265
MoveDeviceOperation,tt_dnn_device,93,0,{'move_op_parallelization_strategy': 'MoveOpParallelizationStrategy::MULTI_CORE_SHARDED'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=6)]};shape={521; 128};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::LOGICAL;physical_shard_shape={521; 128}))'},,56,,28986165770,29305577059,319411289,11700517084023,11700517089975,314938828,5952,5066,4876,4878,4876,190,,5066,,,,,,,1,1,3647,1024,ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,1,1,3647,1024,ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,,,,,,1,1,3647,1024,ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/move/device/kernels/dataflow/reader_unary_local_l1_copy_backwards.cpp'],['reader_unary_local_l1_copy_backwards/12921217042663370363/'],0,1092,0,0,0,0,1,1,1,[7469056.0; 7469056.0],[7469056.0],318287267,23153
OptimizedConvNew,tt_dnn_device,94,0,{'block_config': 'OptimizedConvBlockConfig(act_block_h_ntiles=4;act_block_w_ntiles=4;out_subblock_h_ntiles=1;out_subblock_w_ntiles=8)'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0)'; 'dtype': 'DataType::BFLOAT8_B'; 'enable_act_double_buffer': 'true'; 'enable_split_reader': 'false'; 'enable_subblock_padding': 'false'; 'enable_weights_double_buffer': 'true'; 'fuse_relu': 'false'; 'has_bias': 'true'; 'input_tensor_shape': '{16; 14; 14; 1024}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=6)]};shape={128; 256};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'; 'output_channels': '2048'; 'parallelization_config': 'OptimizedConvParallelizationConfig(grid_size=(x=8;y=7);num_cores_nhw=7;num_cores_c=8;per_core_out_matrix_height_ntile=4;per_core_out_matrix_width_ntile=8)'; 'sliding_window_config': 'SlidingWindowConfig(batch_size=16; input_hw=(14;14); window_hw=(1;1); stride_hw=(2;2); pad_hw=(0;0); dilation_hw=(1;1); num_cores_nhw=7; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=7;y=6)]})'; 'untilize_out': 'false'; 'use_shallow_conv_variant': 'false'},LoFi,56,,29305700402,29986246705,680546303,11701187682429,11701187722842,670593647,40413,39253,38792,39164,39008,969,38878,30509,38578,38658,38895,,,,1,1,3647,1024,ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,1,1,1024,2048,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,2048,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,800,2048,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/conv_bmm_tilize_col_major_out_blocks.cpp'],['conv_bmm_tilize_col_major_out_blocks/6898602724354145487/'],['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_2d_mcast_sender_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_2d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_conv_activations_2d_mcast_padded_with_halo_3x3_weights_v2.cpp'],['writer_tiled_out_2d_mcast_sender_conv_weights_tiled_col_to_rm_blocks/18165096835670841130/'; 'writer_tiled_out_2d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks/5554905305107392393/'; 'reader_conv_activations_2d_mcast_padded_with_halo_3x3_weights_v2/7838924265306612927/'],1964,1652,2964,4316,4572,0,12544,12544,7570,[595.4285888671875; 167.1836700439453],[130.61224365234375],677850339,212208
MoveDeviceOperation,tt_dnn_device,95,0,{'move_op_parallelization_strategy': 'MoveOpParallelizationStrategy::MULTI_CORE_SHARDED'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=6)]};shape={128; 256};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'},,56,,29986494954,29987833757,1338803,11701189473882,11701189476453,1751911,2571,1661,1493,1494,1493,168,,1661,,,,,,,1,1,800,2048,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,1,1,800,2048,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,1,1,800,2048,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/move/device/kernels/dataflow/reader_unary_local_l1_copy_backwards.cpp'],['reader_unary_local_l1_copy_backwards/12954272008128594508/'],0,1092,0,0,0,0,1,1,1,[1638400.0; 1638400.0],[1638400.0],312758,15330
BinaryDeviceOperation,tt_dnn_device,96,0,{'activations': '{UnaryWithParam(op_type=UnaryOpType::RELU;param={})}'; 'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT8_B'; 'input_tensor_a_activation': 'std::nullopt'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=6)]};shape={128; 256};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'; 'scalar': 'std::nullopt'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,,29988057995,29989758373,1700378,11701191433597,11701191436463,1957960,2866,2077,296,2003,1704,335,1948,314,1699,1595,1919,,,,1,1,800,2048,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,1,1,800,2048,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,1,1,800,2048,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,1,1,800,2048,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/eltwise_binary_kernel.cpp'],['eltwise_binary_kernel/2645359294562618219/'],['ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/dataflow/reader_binary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_binary_interleaved_start_id/12948987234372504143/'; 'writer_unary_interleaved_start_id/16284050334975117650/'],388,624,1292,716,1616,0,379,379,1,[4322.955078125; 4322.955078125],[4322.955078125],403168,233894
Matmul,tt_dnn_device,97,0,{'bcast_batch': '1'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT8_B'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=6)]};shape={128; 64};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'MatmulMultiCoreReuseMultiCastProgramConfig(compute_with_storage_grid_size=(x=8;y=7);in0_block_w=8;out_subblock_h=4;out_subblock_w=2;out_block_h=4;out_block_w=2;per_core_M=4;per_core_N=2;transpose_mcast=0;fused_activation=UnaryWithParam(op_type=UnaryOpType::RELU;param={});fuse_batch=1)'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': 'std::nullopt'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},LoFi,56,,30084957876,30663547404,578589528,11701855157576,11701855178355,663722283,20779,19620,18942,19553,19369,429,19620,16551,19184,19003,19466,,,,1,1,800,2048,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,1,1,2048,512,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,512,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,800,512,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/16154201117427737039/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_receiver_padding_block_sharded.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_receiver_writer_padding.cpp'],['reader_bmm_tile_layout_in0_sender_receiver_padding_block_sharded/15018121453877001071/'; 'reader_bmm_tile_layout_in1_sender_writer_padding/11087570975756728527/'; 'reader_bmm_tile_layout_in1_receiver_writer_padding/9507425451272560313/'],1800,1384,2228,1456,4512,0,6272,6272,3785,[261.2244873046875; 167.1836700439453],[65.30612182617188],576825742,513264
HaloDeviceOperation,tt_dnn_device,98,0,{'config_': 'SlidingWindowConfig(batch_size=16; input_hw=(7;7); window_hw=(3;3); stride_hw=(1;1); pad_hw=(1;1); dilation_hw=(1;1); num_cores_nhw=7; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=7;y=6)]})'; 'is_out_tiled_': 'true'; 'max_out_nsticks_per_core_': '240'; 'output_memory_config_': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=6)]};shape={128; 64};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'; 'pad_val_': '0'; 'parallel_config_': 'ParallelConfig(grid={[(x=0;y=0) - (x=7;y=6)]}; shard_scheme=BLOCK_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read_': 'false'; 'reshard_num_cores_nhw_': '0'; 'transpose_mcast_': 'false'},HiFi4,56,,30816966953,31303564789,486597836,11702486047110,11702486052158,630869557,5048,4209,1849,4162,3583,725,2330,3728,940,1230,1417,,,,1,1,800,512,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1,1,1680,512,ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/17990441880898230894/'],['ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/12056851386626591488/'; 'halo_gather/16012031937657419179/'],1056,1328,1100,964,2060,0,1,1,1,[409600.0],[1720320.0],484845720,336322
OptimizedConvNew,tt_dnn_device,99,0,{'block_config': 'OptimizedConvBlockConfig(act_block_h_ntiles=4;act_block_w_ntiles=18;out_subblock_h_ntiles=4;out_subblock_w_ntiles=2)'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0)'; 'dtype': 'DataType::BFLOAT8_B'; 'enable_act_double_buffer': 'true'; 'enable_split_reader': 'false'; 'enable_subblock_padding': 'false'; 'enable_weights_double_buffer': 'true'; 'fuse_relu': 'true'; 'has_bias': 'true'; 'input_tensor_shape': '{16; 7; 7; 512}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=6)]};shape={128; 64};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'; 'output_channels': '512'; 'parallelization_config': 'OptimizedConvParallelizationConfig(grid_size=(x=8;y=7);num_cores_nhw=7;num_cores_c=8;per_core_out_matrix_height_ntile=4;per_core_out_matrix_width_ntile=2)'; 'sliding_window_config': 'SlidingWindowConfig(batch_size=16; input_hw=(7;7); window_hw=(3;3); stride_hw=(1;1); pad_hw=(1;1); dilation_hw=(1;1); num_cores_nhw=7; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=7;y=6)]})'; 'untilize_out': 'false'; 'use_shallow_conv_variant': 'false'},LoFi,56,,31303679010,31694052702,390373692,11702870751244,11702870799174,384700266,47930,46770,46339,46675,46482,966,46361,42247,46068,46165,46433,,,,1,1,1680,512,ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,1,1,4608,512,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,512,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,800,512,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/conv_bmm_tilize_col_major_out_blocks.cpp'],['conv_bmm_tilize_col_major_out_blocks/6844969141391461792/'],['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_2d_mcast_sender_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_2d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_conv_activations_2d_mcast_padded_with_halo_3x3_weights_v2.cpp'],['writer_tiled_out_2d_mcast_sender_conv_weights_tiled_col_to_rm_blocks/17480693797586789286/'; 'writer_tiled_out_2d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks/6164351453136663039/'; 'reader_conv_activations_2d_mcast_padded_with_halo_3x3_weights_v2/13855521107264306341/'],1812,1848,3044,1896,4024,0,14112,14112,8516,[121.9047622680664; 167.1836700439453],[29.02494239807129],387852361,1441189
